"dataid","success","I_c","phi_0","f","T","r","C","r_squared","adj_r_squared","rmse","mae","residual_mean","residual_std","error","skipped"
197Ic,true,0.0000033619686045061282,-0.15358745749607228,161411.41004296663,8.696812650122306e-21,-0.025232987536138087,0.00011089750810858273,0.9007838704204243,0.8950598629446795,8.131440905867448e-7,6.804634706575042e-7,-6.889383958214485e-15,0.4065720452933708,,
199Ic,false,,,,,,,,,,,,,Data quality insufficient: y_normalized: insufficient data variation (1 unique values) - skipping file,true
201Ic,true,0.000003753169733986281,0.8487329719921433,156695.79135835436,6.1314042232656296e-15,-0.024550197657501733,0.00004539446028515386,0.9338134119994679,0.9299949549994372,7.074684181498534e-7,5.619136958343185e-7,9.840562799058306e-11,0.2829873672599415,,
200Ic,true,0.000027592217499646273,-1.725926334087156,157833.37262819294,5.996632321647268e-16,0.15092293842264878,0.000019699021243262085,0.7152155375717022,0.6951131049297047,0.000012444787043219012,0.000009138798491573071,-5.945244296867713e-14,0.2571236992400622,,
202Ic,true,0.000002669483187813644,-0.01637214688519478,2496.2761143680423,0.00019282575001023085,0.00012499917628502435,7.062509489024118e-7,0.06077255395764003,-1.8176823381270797,3.2596028106740545e-7,2.5000719495721175e-7,0.0000034894975010968387,0.32596028104872743,,
203Ic,true,0.000008282463146341011,3.0506820304014215,81.00118791719407,4.726098198604394e-9,0.000034515429174136046,0.000006289781312420431,0.4562263977290585,0.417385426138277,0.000006151432262446273,0.000004336060993451643,2.1224272937449595e-9,6.151432262446274,,
205Ic,true,0.000003887394633799359,3.1415926535882273,184.74234581366372,0.3370228729531594,0.000058133841545060546,0.0000042847273255647225,0.1500285525293168,0.08931630628141085,0.0000073109883707255675,0.000004609619965701158,-6.553712822737451e-10,0.9219389608161068,,
204Ic,true,0.000004009200487710648,-1.6935934020617927,154811.15147757376,3.1407582072970834e-12,-0.004112733510535651,0.000041675529989199395,0.9308229846628351,0.9268320030087679,7.77368379643221e-7,6.393548338319452e-7,-3.0908444422502465e-10,0.6218947037145752,,
207Ic,false,,,,,,,,,,,,,Curve fitting failed: Optimal parameters not found: The maximum number of function evaluations is exceeded.,
206Ic,true,0.0000041320533020820606,-0.47350470488203605,150201.0324981448,3.079699833019388e-14,0.010993306914704985,0.00004203732920960683,0.9250494854651299,0.9207254173188874,8.377125330753282e-7,6.499260657918668e-7,2.886615391162195e-10,0.8377125330753279,,
