"dataid","success","I_c","phi_0","f","T","r","C","r_squared","adj_r_squared","rmse","mae","residual_mean","residual_std"
369Ic,true,0.0000038044609554817327,-0.4098198850945709,459.9072248429874,0.3806286226620936,0.00007119341487261054,0.000004584990630338616,0.6456920109216511,0.6031750522322492,0.000002224920281300095,0.0000017375180712796724,-1.918485425103985e-9,2.197452129679104
401Ic,true,0.000010600862126163297,2.3910193708694463,99.80565081647305,8.790320826856447e-23,-0.00029684708383917,0.000011848846379343007,0.6508894164551351,0.6352575992814845,0.000005474117702717983,0.0000041788243548634795,-1.497772604759551e-8,5.474117702717983
394Ic,true,0.000002678480983264734,-0.8891055269784733,121416.29601990721,0.6312794147087514,-0.009687522779301098,0.000015522063622890933,0.9636117787486634,0.9619824554090514,4.5834897544869285e-7,3.426898938878453e-7,-2.4737131177182246e-10,0.45834897544869274
